Time (s),Channel 1 (V)
-4.045666666666667e-05,2.564791996201238
-4.044666666666667e-05,2.572129328760723
-4.043666666666667e-05,2.557454663641752
-4.042666666666667e-05,2.590472660159436
-4.041666666666667e-05,2.579466661320208
-4.040666666666667e-05,2.56846066248098
-4.039666666666667e-05,2.572129328760723
-4.038666666666667e-05,2.575797995040465
-4.037666666666667e-05,2.575797995040465
-4.036666666666667e-05,2.579466661320208
-4.035666666666667e-05,2.561123329921495
-4.034666666666666e-05,2.572129328760723
-4.033666666666667e-05,2.579466661320208
-4.032666666666667e-05,2.572129328760723
-4.031666666666667e-05,2.56846066248098
-4.030666666666666e-05,2.575797995040465
-4.029666666666667e-05,2.58313532759995
-4.028666666666667e-05,2.579466661320208
-4.027666666666667e-05,2.56846066248098
-4.026666666666667e-05,2.579466661320208
-4.025666666666667e-05,2.58313532759995
-4.024666666666667e-05,2.579466661320208
-4.023666666666667e-05,2.550117331082267
-4.022666666666667e-05,2.561123329921495
-4.021666666666667e-05,2.561123329921495
-4.020666666666667e-05,2.56846066248098
-4.019666666666667e-05,2.572129328760723
-4.018666666666667e-05,2.575797995040465
-4.017666666666666e-05,2.550117331082267
-4.016666666666667e-05,2.561123329921495
-4.015666666666667e-05,2.564791996201238
-4.014666666666667e-05,2.55378599736201
-4.013666666666666e-05,2.564791996201238
-4.012666666666667e-05,2.564791996201238
-4.011666666666667e-05,2.557454663641752
-4.010666666666667e-05,2.557454663641752
-4.009666666666667e-05,2.561123329921495
-4.008666666666667e-05,2.561123329921495
-4.007666666666667e-05,2.561123329921495
-4.006666666666667e-05,2.542779998522782
-4.005666666666667e-05,2.58313532759995
-4.004666666666667e-05,2.564791996201238
-4.003666666666667e-05,2.550117331082267
-4.002666666666667e-05,2.575797995040465
-4.001666666666667e-05,2.56846066248098
-4.000666666666666e-05,2.575797995040465
-3.999666666666667e-05,2.572129328760723
-3.998666666666667e-05,2.55378599736201
-3.997666666666667e-05,2.55378599736201
-3.996666666666666e-05,2.572129328760723
-3.995666666666667e-05,2.564791996201238
-3.994666666666667e-05,2.575797995040465
-3.993666666666667e-05,2.561123329921495
-3.992666666666666e-05,2.56846066248098
-3.991666666666667e-05,2.561123329921495
-3.990666666666667e-05,2.564791996201238
-3.989666666666667e-05,2.575797995040465
-3.988666666666667e-05,2.557454663641752
-3.987666666666667e-05,2.575797995040465
-3.986666666666667e-05,2.550117331082267
-3.985666666666667e-05,2.572129328760723
-3.984666666666667e-05,2.56846066248098
-3.983666666666666e-05,2.56846066248098
-3.982666666666667e-05,2.55378599736201
-3.981666666666667e-05,2.561123329921495
-3.980666666666667e-05,2.550117331082267
-3.979666666666666e-05,2.564791996201238
-3.978666666666667e-05,2.550117331082267
-3.977666666666667e-05,2.55378599736201
-3.976666666666667e-05,2.550117331082267
